route_id,trip_id,service_id
3,11319,32
1101,1132,32
3,11320,32
3,11321,32
3,11322,32
3,11323,33
3,11324,33
3,11325,33
3,11326,33
3,11327,33
3,11328,33
3,11329,33
1101,1133,32
3,11330,33
3,11331,33
3,11332,33
3,11333,33
3,11334,33
3,11335,33
3,11336,33
3,11337,27
3,11338,27
3,11339,27
1101,1134,32
3,11340,27
3,11341,27
3,11342,27
3,11343,27
3,11344,27
3,11345,27
3,11346,27
3,11347,27
3,11348,27
3,11349,27
1101,1135,32
3,11350,27
3,11351,27
3,11352,27
3,11353,27
3,11354,27
3,11355,27
3,11356,27
3,11357,27
3,11358,27
3,11359,27
1101,1136,32
3,11360,27
3,11361,27
3,11362,27
3,11363,27
3,11364,27
3,11365,27
3,11366,27
3,11367,27
3,11368,27
3,11369,27
1101,1137,32
3,11370,27
3,11371,27
3,11372,27
3,11373,27
3,11374,27
3,11375,27
3,11376,27
3,11377,27
3,11378,27
3,11379,27
1101,1138,32
3,11380,27
3,11381,27
3,11382,27
3,11383,27
3,11384,27
3,11385,27
3,11386,28
3,11387,28
3,11388,28
3,11389,28
1101,1139,32
3,11390,28
3,11391,28
3,11392,28
3,11393,28
3,11394,28
3,11395,28
3,11396,28
3,11397,28
3,11398,28
3,11399,28
1001,114,27
1101,1140,32
3,11400,28
3,11401,28
3,11402,28
3,11403,28
3,11404,28
3,11405,28
3,11406,28
3,11407,28
3,11408,28
3,11409,28
1101,1141,32
3,11410,28
3,11411,28
3,11412,28
3,11413,28
3,11414,28
3,11415,28
3,11416,28
3,11417,28
3,11418,28
3,11419,28
1101,1142,32
3,11420,28
3,11421,28
3,11422,28
3,11423,28
3,11424,28
3,11425,28
3,11426,28
3,11427,28
3,11428,28
3,11429,28
1101,1143,32
3,11430,28
3,11431,28
3,11432,28
3,11433,28
3,11434,28
3,11435,29
3,11436,29
3,11437,29
3,11438,29
3,11439,29
1101,1144,32
3,11440,29
3,11441,29
3,11442,29
3,11443,29
3,11444,29
3,11445,29
3,11446,29
3,11447,29
3,11448,29
3,11449,29
1101,1145,32
3,11450,29
3,11451,29
3,11452,29
3,11453,29
3,11454,29
3,11455,29
3,11456,29
3,11457,29
3,11458,29
3,11459,29
1101,1146,32
3,11460,29
3,11461,29
3,11462,29
3,11463,29
3,11464,29
3,11465,29
3,11466,29
3,11467,29
3,11468,29
3,11469,29
1101,1147,32
3,11470,29
3,11471,29
3,11472,29
3,11473,29
3,11474,29
3,11475,29
3,11476,29
3,11477,29
3,11478,29
3,11479,29
1101,1148,32
3,11480,29
3,11481,29
3,11482,29
3,11483,29
3,11484,30
3,11485,30
3,11486,30
3,11487,30
3,11488,30
3,11489,30
1101,1149,32
3,11490,30
3,11491,30
3,11492,30
3,11493,30
3,11494,30
3,11495,30
3,11496,30
3,11497,30
3,11498,30
3,11499,30
1001,115,27
1101,1150,32
3,11500,30
3,11501,30
3,11502,30
3,11503,30
3,11504,30
3,11505,30
3,11506,30
3,11507,30
3,11508,30
3,11509,30
1101,1151,33
3,11510,30
3,11511,30
3,11512,30
3,11513,30
3,11514,30
3,11515,30
3,11516,30
3,11517,30
3,11518,30
3,11519,30
1101,1152,33
3,11520,30
3,11521,30
3,11522,30
3,11523,30
3,11524,30
3,11525,30
3,11526,30
3,11527,30
3,11528,30
3,11529,30
1101,1153,33
3,11530,30
3,11531,30
3,11532,30
3,11533,31
3,11534,31
3,11535,31
3,11536,31
3,11537,31
3,11538,31
3,11539,31
1101,1154,33
3,11540,31
3,11541,31
3,11542,31
3,11543,31
3,11544,31
3,11545,31
3,11546,31
3,11547,31
3,11548,31
3,11549,31
1101,1155,33
3,11550,31
3,11551,31
3,11552,31
3,11553,31
3,11554,31
3,11555,31
3,11556,31
3,11557,31
3,11558,31
3,11559,31
1101,1156,33
3,11560,31
3,11561,31
3,11562,31
3,11563,31
3,11564,31
3,11565,31
3,11566,31
3,11567,31
3,11568,31
3,11569,31
1101,1157,33
3,11570,31
3,11571,31
3,11572,31
3,11573,31
3,11574,31
3,11575,31
3,11576,31
3,11577,31
3,11578,31
3,11579,31
1101,1158,33
3,11580,31
3,11581,31
3,11582,32
3,11583,32
3,11584,32
3,11585,32
3,11586,32
3,11587,32
3,11588,32
3,11589,32
1101,1159,33
3,11590,32
3,11591,32
3,11592,32
3,11593,32
3,11594,32
3,11595,32
3,11596,32
3,11597,32
3,11598,32
3,11599,32
1001,116,27
1101,1160,33
3,11600,32
3,11601,32
3,11602,32
3,11603,32
3,11604,32
3,11605,32
3,11606,32
3,11607,32
3,11608,32
3,11609,32
1101,1161,33
3,11610,32
3,11611,32
3,11612,32
3,11613,32
3,11614,32
3,11615,32
3,11616,32
3,11617,33
3,11618,33
3,11619,33
1101,1162,33
3,11620,33
3,11621,33
3,11622,33
3,11623,33
3,11624,33
3,11625,33
3,11626,33
3,11627,33
3,11628,33
3,11629,33
1101,1163,33
3,11630,33
3,11631,27
3,11632,28
3,11633,29
3,11634,30
3,11635,31
4,11636,27
4,11637,27
4,11638,27
4,11639,27
1101,1164,33
4,11640,27
4,11641,27
4,11642,27
4,11643,27
4,11644,27
4,11645,27
4,11646,27
4,11647,27
4,11648,27
4,11649,27
1101,1165,33
4,11650,27
4,11651,27
4,11652,27
4,11653,27
4,11654,27
4,11655,27
4,11656,27
4,11657,27
4,11658,27
4,11659,27
1101,1166,33
4,11660,27
4,11661,27
4,11662,27
4,11663,27
4,11664,27
4,11665,27
4,11666,27
4,11667,27
4,11668,27
4,11669,27
1101,1167,33
4,11670,27
4,11671,27
4,11672,27
4,11673,27
4,11674,27
4,11675,27
4,11676,27
4,11677,27
4,11678,27
4,11679,27
1101,1168,33
4,11680,27
4,11681,27
4,11682,27
4,11683,27
4,11684,27
4,11685,27
4,11686,27
4,11687,27
4,11688,27
4,11689,27
1101,1169,33
4,11690,27
4,11691,28
4,11692,28
4,11693,28
4,11694,28
4,11695,28
4,11696,28
4,11697,28
4,11698,28
4,11699,28
1001,117,27
1101,1170,33
4,11700,28
4,11701,28
4,11702,28
4,11703,28
4,11704,28
4,11705,28
4,11706,28
4,11707,28
4,11708,28
4,11709,28
1101,1171,33
4,11710,28
4,11711,28
4,11712,28
4,11713,28
4,11714,28
4,11715,28
4,11716,28
4,11717,28
4,11718,28
4,11719,28
1101,1172,33
4,11720,28
4,11721,28
4,11722,28
4,11723,28
4,11724,28
4,11725,28
4,11726,28
4,11727,28
4,11728,28
4,11729,28
1101,1173,33
4,11730,28
4,11731,28
4,11732,27
4,11733,27
4,11734,27
4,11735,27
4,11736,27
4,11737,27
4,11738,27
4,11739,27
1101,1174,33
4,11740,27
4,11741,27
4,11742,27
4,11743,27
4,11744,27
4,11745,27
4,11746,27
4,11747,27
4,11748,27
4,11749,27
1101,1175,33
4,11750,27
4,11751,27
4,11752,27
4,11753,27
4,11754,27
4,11755,27
4,11756,27
4,11757,27
4,11758,27
4,11759,27
1101,1176,33
4,11760,27
4,11761,27
4,11762,27
4,11763,27
4,11764,27
4,11765,27
4,11766,27
4,11767,27
4,11768,27
4,11769,27
