stop_id,stop_name,stop_lat,stop_lon
469,Scuola Elementare - Knabenschule,46.614444,11.153056
470,Piazza Tribus - Tribus Platz,46.612778,11.156111
471,S. Anna - St. Anna,46.607500,11.159444
472,Pomus,46.606111,11.161389
473,Bivio Via Dogana - Abzw. Zollstr.,46.608611,11.167778
474,Lido Lana - Lana Schwimmbad,46.608611,11.175000
475,Stazione Lana/Postal - Bhf Lana/Burgstal,46.608611,11.182500
476,Ufficio Turistico - Tourismusbüro,46.608056,11.192500
477,Funivia Verano - Seilbahn Vöran,46.600833,11.198889
478,Paese - Dorf,46.586389,11.201389
479,Vicolo del Bosco - Waldweg,46.580833,11.211389
481,Vicolo del Bosco - Waldweg,46.580833,11.211389
482,Paese - Dorf,46.586111,11.201667
483,Funivia Verano - Seilbahn Vöran,46.599444,11.199167
485,Ufficio Turistico - Tourismusbüro,46.608333,11.192778
486,Lido Lana - Lana Schwimmbad,46.608611,11.174722
487,Via Leonardo da Vinci - Leonardo da Vinc,46.610278,11.166667
488,Tennis,46.611944,11.162222
489,Piazza Tribus - Tribus Platz,46.613333,11.155833
492,Via Schnatterpeck - Schnatterpeckstr.,46.605556,11.160833
493,Bivio Via della Chiesa - Abzw. Kirchweg,46.601667,11.162222
494,Parrocchia - Pfarrkirche,46.599722,11.163333
495,Bivio Via Dogana - Abzw. Zollstr.,46.608889,11.168056
496,Pomus,46.606389,11.162222
497,Bivio Via della Chiesa - Abzw. Kirchweg,46.601944,11.162222
498,Via della Chiesa - Kirchweg,46.608056,11.155000
499,Asilo S. Pietro - Kindergarten St. Peter,46.610000,11.152778
5,Via Weingartner - Weingartnerstr.,46.679167,11.126944
500,Scuola Elementare - Knabenschule,46.614167,11.153611
5000,Campi Resia - Reschensportplätze,46.489722,11.318333
5001,Via Gutenberg - Gutenberg Str.,46.491111,11.320556
5002,Via Gutenberg - Gutenberg Str.,46.491389,11.320556
5003,Passaggio Tobagi - Walter Weg,46.492222,11.322778
5004,Passaggio Tobagi - Walter Weg,46.492222,11.322500
5005,Scuola Schweitzer - Schweitzer Schule,46.492778,11.326944
5006,Scuola Schweitzer - Schweitzer Schule,46.493056,11.326667
5007,Scuola J. H. Pestalozzi - J. H. Pestaloz,46.492500,11.329167
5008,Scuola J. H. Pestalozzi - J. H. Pestaloz,46.492500,11.328889
5009,Piazza Casagrande - Casagrande Platz,46.492222,11.331944
501,Chiesa S. Croce - Kreuzkirche,46.615833,11.148889
5010,Via della Visitazione - Mariaheimweg,46.493056,11.332500
5011,Via della Visitazione - Mariaheimweg,46.493889,11.332500
5012,Via Roen Scuola Superiore - Roenstr. Obe,46.496111,11.333333
5013,Via Roen Scuola Superiore - Roenstr. Obe,46.496111,11.333056
5014,Via Roen Asilo - Roenstr. Kindergarten,46.497222,11.335833
5015,Via Roen Asilo - Roenstr. Kindergarten,46.497500,11.336111
5017,Tribunale - Gericht,46.497778,11.340000
5018,Tribunale - Gericht,46.496944,11.340000
5019,Via Cesare Battisti - Cesare Battisti St,46.500278,11.340833
502,Municipio - Rathaus,46.616111,11.145278
5020,Via Cesare Battisti - Cesare Battisti St,46.500278,11.340000
5021,Piazza Vittoria - Siegesplatz,46.500000,11.344722
5022,Piazza Vittoria - Siegesplatz,46.500278,11.343889
5023,Via Rosmini - Rosmini Str.,46.499722,11.347778
5025,Piazza Università - Universitätsplatz,46.498889,11.350556
5026,Piazza Domenicani - Dominikanerplatz,46.497778,11.351667
5027,Piazza Domenicani - Dominikanerplatz,46.497778,11.351667
5028,Piazza Walther - Waltherplatz,46.497778,11.354444
5029,Piazza Walther - Waltherplatz,46.497778,11.354167
503,Scuola Media - Mittelschule,46.617778,11.145833
5032,Via Cassa di Risparmio - Sparkassenstr.,46.499167,11.349167
5033,Piazza Vittoria - Siegesplatz,46.500833,11.344722
5034,Piazza Vittoria - Siegesplatz,46.500556,11.344722
5035,Via Longon - Longon Str.,46.501111,11.342222
5036,Via Longon - Longon Str.,46.501111,11.342500
5037,Piazza Mazzini - Mazzini Platz,46.500833,11.339722
5038,Piazza Mazzini - Mazzini Platz,46.501111,11.339722
5039,Via di Novacella - Neustifterweg,46.493333,11.340556
504,Scuola Media - Mittelschule,46.617778,11.146389
5040,Via di Novacella - Neustifterweg,46.494444,11.340278
5041,Via Firenze - Florenzerstr.,46.491667,11.341389
5042,Via Firenze - Florenzerstr.,46.492222,11.341389
5043,Via Roma Sottopasso - Romstr. Unterführu,46.486667,11.343333
5044,Via Roma Sottopasso - Romstr. Unterführu,46.486667,11.343611
5045,Piazzetta Bersaglio - Schießstandplatz,46.483333,11.343056
5046,Piazzetta Bersaglio - Schießstandplatz,46.484444,11.343889
5047,Piazza Oltrisarco - Oberauer Platz,46.481667,11.341111
5048,Piazza Oltrisarco - Oberauer Platz,46.481667,11.341111
5049,Bivio Via Volta - Abzw. Voltastr.,46.478611,11.339444
505,Chiesa S. Croce - Kreuzkirche,46.615833,11.149722
5050,Bivio Via Volta - Abzw. Voltastr.,46.478333,11.339167
5051,Cimitero Sud - Friedhof Süd,46.472500,11.337222
5052,Cimitero Sud - Friedhof Süd,46.472222,11.337222
5053,Maso della Pieve - Pfarrhof,46.469722,11.335556
5054,Maso della Pieve - Pfarrhof,46.469444,11.335278
5055,Scuole - Schulen,46.458611,11.333611
5056,Scuole - Schulen,46.458611,11.333611
5057,Bar Posta,46.448611,11.336389
5058,Bar Posta,46.449167,11.336389
5059,Via Vurza - Wurzerstr.,46.445278,11.337500
506,Parcheggio Gampen - Gampenparkplatz,46.614444,11.142778
5060,Via Vurza - Wurzerstr.,46.446389,11.337222
5061,Zona produttiva Vurza - Handwerkerzone W,46.443056,11.340556
5062,Bivio Z.I. - Abzw. Industriezone,46.411389,11.329167
5063,Cimitero di Bronzolo - Friedhof Branzoll,46.409722,11.328611
5064,Via Aquila Nera - Schwarz Adler Str.,46.405833,11.320556
5065,Paese - Dorf,46.403056,11.318611
5066,Rione Göller - Göller Siedlung,46.400556,11.317778
5067,Stazione Laives - Bhf Leifers,46.434722,11.324444
5068,Lido - Schwimmbad,46.431111,11.328889
5069,Lido - Schwimmbad,46.431389,11.328889
507,Via Palade - Gampenstr.,46.606667,11.151111
5070,via Goethe - Goethe Str.,46.426944,11.333889
5071,Parco Marconi - Spielpark Marconi,46.424444,11.331389
5073,Via Nazario Sauro - Nazario Sauro Str.,46.421389,11.333333
5074,Via Nazario Sauro - Nazario Sauro Str.,46.421389,11.333611
5075,Scuole - Schulen,46.421944,11.337222
5076,Scuole - Schulen,46.422222,11.338056
508,S. Giorgio - St. Georg,46.599444,11.156389
5081,Via Galizia - Galizienstr.,46.428611,11.340000
5082,Cimitero - Friedhof,46.430000,11.340556
5083,Via Andreas Hofer - Andreas Hofer Str.,46.429444,11.338056
5084,Mag. Via Hofer - Lagerhaus Hoferstr.,46.428611,11.334722
5085,Filanda,46.424167,11.342222
509,- Platteid,46.604167,11.148056
5090,Via Brennero - Brennerstr.,46.494722,11.391667
5091,Via Brennero - Brennerstr.,46.495000,11.391389
5092,Costa di Sotto - Unterleitach,46.495833,11.383889
5093,Costa di Sotto - Unterleitach,46.495833,11.384167
5094,Bivio Renon - Abzw. Ritten,46.497222,11.379167
5095,Bivio Renon - Abzw. Ritten,46.496944,11.379444
5096,Rencio - Rentsch,46.498611,11.375556
5097,Rencio - Rentsch,46.498056,11.376389
5098,Salita Rencio - Steig Rentsch,46.498889,11.370000
5099,Salita Rencio - Steig Rentsch,46.498889,11.370000
510,- Gasser,46.598056,11.143333
5100,Via Brennero - Brennerstr.,46.501111,11.364444
5101,Via Brennero - Brennerstr.,46.500833,11.365278
5102,Funivia del Renon - Rittner Seilbahn,46.499722,11.363611
5103,Funivia del Renon - Rittner Seilbahn,46.499444,11.363056
5104,Stazione Bolzano - Bhf Bozen,46.496944,11.358611
5106,Stazione Bolzano - Bhf Bozen,46.496944,11.356944
5107,Stazione Bolzano - Bhf Bozen,46.496944,11.357222
5108,Piazza Vittoria - Siegesplatz,46.501111,11.345000
5109,Piazza Vittoria - Siegesplatz,46.501389,11.344722
511,- Mayenburg,46.591944,11.147500
5110,Via Cadorna Scuole - Cadorna Str. Schule,46.504444,11.346389
5111,Via Cadorna Scuole - Cadorna Str. Schule,46.504444,11.346389
5112,Via Max Valier - Max Valier Str.,46.506944,11.346944
5113,Via Max Valier - Max Valier Str.,46.507222,11.346944
5114,Bivio Via Fago - Abzw. Fagenstr.,46.508611,11.346944
5115,Via Fago Scuole - Fagenstr. Schulen,46.508333,11.345000
5116,Villa Serena,46.507500,11.341111
5117,Via Defregger - Defregger Str.,46.506667,11.338889
5118,Viale Principe Eugenio - Prinz Eugen All,46.504444,11.340556
5119,Via Diaz - Diaz Str.,46.502778,11.342778
512,Casa della Cultura - Vereinshaus,46.589167,11.146944
5120,Piazza Dogana - Zollstange,46.500000,11.360556
5122,Via De Lai - De Lai Str.,46.499167,11.359444
5124,Via Perathoner - Perathoner Str.,46.496944,11.355833
5125,Via Perathoner - Perathoner Str.,46.496944,11.355833
5126,Piè di Virgolo - Untervirgl,46.492778,11.352222
5127,Piè di Virgolo - Untervirgl,46.492222,11.351389
5128,Via Trento - Trienterstr.,46.490000,11.346944
5129,Via Trento - Trienterstr.,46.489722,11.346944
513,Chiesa - Kirche,46.590278,11.145278
5130,Piazza Nikoletti - Nikoletti Platz,46.485833,11.345000
5131,Piazza Nikoletti - Nikoletti Platz,46.485833,11.345000
5132,Via del Parco - Parkstr.,46.487500,11.345833
5133,Via del Parco - Parkstr.,46.487222,11.345556
5134,Via S. Geltrude - St. Gertraud Weg,46.487222,11.347500
5135,Via S. Geltrude - St. Gertraud Weg,46.487500,11.347500
5136,Via S. Vigilio - St. Vigilstr.,46.486111,11.348333
5137,Scuola Gianni Rodari - Gianni Rodari Sch,46.483889,11.347222
5138,Via C. Weinegg bassa - Untere Weinegg St,46.482222,11.347222
5139,Bivio Castel Flavon - Abzw. Haselburg,46.481944,11.349167
514,Casa della Cultura - Vereinshaus,46.589167,11.146944
5140,Via C. Weinegg alta - Obere Weinegg Str.,46.481111,11.346111
5141,Via C. Weinegg rotatoria - Weinegg Str.,46.480278,11.343611
5142,Scuola Enrico Fermi - Enrico Fermi Schul,46.486389,11.349444
5143,Piazza Adriano - Hadrianplatz,46.495000,11.338333
5144,Piazza Adriano - Hadrianplatz,46.495000,11.338611
5145,Via Amalfi - Amalfi Str.,46.495000,11.331389
5146,Via Amalfi - Amalfi Str.,46.495000,11.331389
5147,Via Sorrento - Sorrento Str.,46.494722,11.329167
5148,Via Sorrento - Sorrento Str.,46.494722,11.329444
5149,Via Positano - Positano Str.,46.494722,11.325556
515,- Mayenburg,46.591944,11.147778
5150,Via Positano - Positano Str.,46.494722,11.325556
5153,Bivio Via Resia - Abzw. Reschenstr.,46.494167,11.315278
5154,Bivio Via Resia - Abzw. Reschenstr.,46.493889,11.315278
5155,Ospedale - Krankenhaus,46.499444,11.309167
5156,Ospedale - Krankenhaus,46.499444,11.308889
5158,Padiglione W - Gebäude W,46.498889,11.314167
5159,Bivio Poligono - Abzw. Schießstand,46.501389,11.312500
516,- Burgwies,46.595556,11.147222
5160,Bivio Poligono - Abzw. Schießstand,46.501389,11.312778
5161,Via S. Maurizio - Moritzingerweg,46.501944,11.318056
5162,Via S. Maurizio - Moritzingerweg,46.502222,11.318056
5163,Via Vittorio Veneto Caserme - Vittorio V,46.503056,11.325278
5164,Via Vittorio Veneto Caserme - Vittorio V,46.503056,11.324722
5165,Via Eisenkeller - Eisenkellerweg,46.502500,11.330000
5166,Via Eisenkeller - Eisenkellerweg,46.502778,11.329722
5167,Piazza Gries - Grieser Platz,46.502778,11.334167
5168,Piazza Gries - Grieser Platz,46.502778,11.334444
5169,Via della Zecca - Münzbankweg,46.501667,11.337500
517,- Gasser,46.598611,11.143889
5170,Via della Zecca - Münzbankweg,46.501944,11.338333
5171,Palasport - Stadthalle,46.490556,11.316111
5172,Palasport - Stadthalle,46.491111,11.316111
5173,Via Glorenza - Glurnser Weg,46.488333,11.317500
5174,Via Glorenza - Glurnser-Weg,46.488333,11.317500
5175,Via Malles - Malserstr.,46.486667,11.318611
5176,Via Malles - Malserstr.,46.486944,11.318611
5177,Via Resia S. Pio X - Reschenstr. S. Pio,46.484167,11.320278
5178,Via Resia S. Pio X - Reschenstr. S. Pio,46.483611,11.320556
5179,Ponte Resia - Reschenbrücke,46.482222,11.322222
518,- Platteid,46.603889,11.147778
5180,Ponte Resia - Reschenbrücke,46.482500,11.321944
5181,Ex Magnesio,46.479167,11.328889
5182,Ex Magnesio,46.478611,11.328611
5183,Via Edison - Edison Str.,46.476944,11.327500
5184,Via Edison - Edison Str.,46.476111,11.327222
5185,Fiera - Messe,46.473333,11.325278
5186,Fiera - Messe,46.473333,11.325556
5187,Parcheggio FERCAM - FERCAM Parkplatz,46.469722,11.323056
5188,Parcheggio FERCAM - FERCAM Parkplatz,46.469444,11.323056
5189,Via Einstein - Einstein Str.,46.468333,11.326389
519,S. Giorgio - St. Georg,46.599167,11.156389
5190,Via Einstein - Einstein Str.,46.468611,11.327500
5191,Aeroporto - Flughafen,46.467222,11.330556
5192,Aeroporto - Flughafen,46.467222,11.331111
5193,Via Johann Kravogl - Johann Kravogl Str.,46.469167,11.329444
5194,Via Johann Kravogl - Johann Kravogl Str.,46.469167,11.329444
5195,Palaonda - Eiswelle,46.472778,11.331111
5196,Palaonda - Eiswelle,46.473056,11.331111
5197,Via Pietro Gobetti - Pietro Gobetti Str.,46.475000,11.332222
5198,Via Pietro Gobetti - Pietro Gobetti Str.,46.475556,11.332500
5199,Acciaierie - Stahlwerke,46.478889,11.334167
520,Via Palade - Gampenstr.,46.606667,11.151111
5201,Via Barletta - Barletta Str.,46.485000,11.320556
5202,Via Barletta - Barletta Str.,46.485000,11.320556
5203,Via Bari - Bari Str.,46.485556,11.321944
5204,Parco delle Semirurali - Semirurali Park,46.486389,11.324444
5205,S. Maria in Augia - Maria in der Au,46.487778,11.326667
5207,Via Montecassino - Montecassino Str.,46.489167,11.325278
5208,Via Udine - Udine Str.,46.490000,11.326667
5209,Via Milano - Mailandstr.,46.489722,11.329444
521,Parcheggio Gampen - Gampenparkplatz,46.614444,11.142778
5210,Via Aosta - Aosta Str.,46.489444,11.332222
5211,Piazza Matteotti - Matteotti Platz,46.490278,11.336667
5212,Via Torino - Turinstr.,46.491111,11.339444
5213,Via Firenze - Florenzerstr.,46.491944,11.340833
5214,Regina Pacis,46.491667,11.336389
5215,Via Palermo - Palermo Str.,46.491667,11.332222
5216,Scuola S. F. Neri - S. F. Neri Schule,46.488889,11.331389
5217,Via Cagliari - Cagliari Str.,46.488333,11.329444
5218,Via Alessandria - Alessandria Str.,46.488611,11.322778
5219,Via Piacenza - Piacenza Str.,46.486944,11.321389
522,Via Cermes - Tschermserweg,46.623056,11.145556
5220,Via Sassari alla Torre - Sassari Str. al,46.488056,11.319444
5221,Via Parma - Parma Str.,46.490000,11.320278
5223,Bivio S. Genesio - Abzw. Jenesien,46.509722,11.347500
5224,Bivio S. Genesio - Abzw. Jenesien,46.509722,11.347500
5225,Ponte S. Antonio - St. Anton Brücke,46.512500,11.350000
5226,Ponte S. Antonio - St. Anton Brücke,46.512222,11.349722
5229,Lama Bolzano,46.480556,11.325278
523,Via Cermes - Tschermserweg,46.623056,11.145556
5230,Lama Bolzano,46.480556,11.325000
5235,Ex Alumix,46.479167,11.333611
5236,Ex Alumix,46.479444,11.332222
5237,IVECO,46.480278,11.329722
5238,Via Siemens - Siemens Str.,46.483056,11.334444
5239,Via Siemens - Siemens Str.,46.482778,11.332500
524,Via Grassau - Grassauerstr.,46.635000,11.146389
5240,Via Lancia SEAB - Lancia Str. SEAB,46.484167,11.336667
5241,Ponte Roma - Rombrücke,46.490278,11.341944
5242,Via Lancia SEAB - Lancia Str. SEAB,46.484722,11.336667
525,Via Grassau - Grassauerstr.,46.635278,11.147222
5250,Via Castel Flavon - Kuepachweg,46.483333,11.349167
5253,Parcheggio Bolzano Centro - Parkhaus Boz,46.494444,11.355833
5254,Via Macello Loacker - Schlachthofstr. Lo,46.494722,11.357778
5255,Cineplexx,46.493611,11.360556
5256,Via Mayr Nusser - Mayr Nusser Str.,46.493056,11.363056
5257,Funivia del Colle - Kohlerer Seilbahn,46.490833,11.368333
5259,Ponte Campiglio - Kampillerbrücke,46.492222,11.368889
526,Carabinieri,46.637500,11.150278
5260,Mag. Generali - Allgemeines Lagerhaus,46.495278,11.368056
5261,via Macello ex Gorio - Schlachthofstr. e,46.496111,11.368056
5262,Via Canonico Michael Gamper - Kanonikus,46.497778,11.365278
5263,Via Canonico Michael Gamper - Kanonikus,46.497778,11.365556
5264,S. Maria in Augia - Maria in der Au,46.487500,11.326389
5265,Parco delle Semirurali - Semirurali Park,46.486389,11.324167
5266,Via Gaismair - Gaismair Str.,46.495278,11.335278
5267,Via Gaismair - Gaismair Str.,46.495000,11.334722
5268,Cimitero di Bronzolo - Friedhof Branzoll,46.412778,11.330278
5269,Via Ortles - Ortlerstr.,46.482778,11.318889
527,Carabinieri,46.637500,11.150278
5270,Via Ortles - Ortlerstr.,46.483056,11.319444
5272,Casanova - Kaiserau,46.481389,11.315833
5273,Casanova - Kaiserau,46.480000,11.315000
5274,Via Don Narciso Sordo - Don Narciso Sord,46.490278,11.314722
5275,- Firmian,46.489167,11.315833
528,Via Monte Leone - Lebenbergerstr.,46.646111,11.145278
529,Via Monte Leone - Lebenbergerstr.,46.646111,11.145278
530,- Meranarena,46.659444,11.154722
5301,Via Cavour - Cavour Str.,46.501389,11.359444
5302,Via Weggenstein - Weggenstein Str.,46.503611,11.356389
5303,Via S. Osvaldo - Oswaldweg,46.505556,11.354444
5304,Via Beato Arrigo - Selig Heinrich Str.,46.507222,11.354167
5305,Via S. Antonio - St. Anton Str.,46.513056,11.353889
5306,Castel Roncolo - Runkelstein,46.515556,11.358333
5307,Piazza Verdi - Verdi Platz,46.495278,11.353056
5309,Piazza Verdi - Verdi Platz,46.494722,11.354444
531,- Meranarena,46.659722,11.155000
5310,Ponte Druso - Drususbrücke,46.494722,11.346944
5311,Ponte Druso - Drususbrücke,46.494722,11.349444
5312,Caserma Carabinieri - Carabinieri Kasern,46.494444,11.344167
5313,Caserma Carabinieri - Carabinieri Kasern,46.494444,11.343889
5314,Via Vicenza - Vicenza Str.,46.494722,11.341389
5315,Via Vicenza - Vicenza Str.,46.494722,11.341944
5317,Funivia S. Genesio - Seilbahn Jenesien,46.514167,11.352500
5319,via Avogadro - Avogadro Str.,46.485278,11.340556
532,Casa di Riposo - Altersheim,46.661111,11.158056
5320,Galileo,46.486667,11.340833
5321,Polizia Municipale - Stadtpolizei,46.486111,11.336389
5322,TIS,46.482500,11.330000
5323,Vigili del Fuoco - Feuerwehr,46.494167,11.319444
5324,Vigili del Fuoco - Feuerwehr,46.494167,11.319722
5325,Via Duca d'Aosta - Duca D'Aosta Str.,46.500000,11.336389
5326,Via Piani di Mezzo - Bozner Boden Mitter,46.495278,11.369722
5327,Ponte Campiglio - Kampillerbrücke,46.493056,11.368333
5328,via Macello ex Gorio - Schlachthofstr. e,46.496667,11.367500
5330,Passeggiata dei Castani - Köstenweg,46.481389,11.347500
5331,Via Del Ronco - Neubruchweg,46.491944,11.325833
5332,Via Del Ronco - Neubruchweg,46.491667,11.325833
5333,Via Montecassino - Montecassino Str.,46.489444,11.325278
5334,Scuola Max Valier - Max Valier Schule,46.494167,11.328056
5335,Scuola Max Valier - Max Valier Schule,46.493889,11.328056
5336,Via Alessandria - Alessandria Str.,46.488611,11.322500
5337,Via Sassari alla Torre - Sassari Str. al,46.488333,11.319722
5338,TIS,46.481944,11.330556
5339,Via Michael Pacher - Michael Pacher Str.,46.505833,11.336944
534,Terme  - Thermen,46.668333,11.158889
5340,Bivio Via Volta - Abzw. Voltastr.,46.478611,11.339167
5341,Bivio Via Volta - Abzw. Voltastr.,46.478889,11.339167
5343,Lungodegenti Firmian - Langzeitkranke Fi,46.490278,11.305000
5344,Lungodegenti Firmian - Langzeitkranke Fi,46.490556,11.305278
5345,Via Duca d'Aosta - Duca D'Aosta Str.,46.500278,11.336389
535,Piazza Teatro - Theaterplatz,46.670556,11.159167
5351,Via Ospedale - Spitalgasse,46.497500,11.349722
5352,Stazione Bolzano - Bhf Bozen,46.496389,11.357778
5353,Stazione Ponte Adige - Bhf Sigmundskron,46.485833,11.296667
5354,Stazione Ponte Adige - Bhf Sigmundskron,46.485556,11.298056
5358,Stazione Merano - Bhf Meran,46.674167,11.148611
5359,Via degli Artigiani - Handwerkerstr.,46.494167,11.370278
536,Piazza Teatro - Theaterplatz,46.670833,11.158611
5360,- Kampill Center,46.493333,11.376111
5361,S. Vito - St. Veit,46.484444,11.403611
5362,- Stroblwiese,46.483889,11.405833
5363,- Stroblwiese,46.483889,11.405833
5364,Cardano zona Art. - Kardaun Handwerkerz.,46.491667,11.398333
5365,Cardano zona Art. - Kardaun Handwerkerz.,46.491667,11.398333
5366,- Mila Milkon,46.493611,11.381667
5367,S. Vito - St. Veit,46.484444,11.403333
537,Via Alpini - Alpini Str.,46.675000,11.155833
538,Via Alpini - Alpini Str.,46.674722,11.156111
539,Via Goethe - Goethe Str.,46.676389,11.149722
540,Via Goethe - Goethe Str.,46.676111,11.150556
541,Fonte S. Martino - Martinsbrunn,46.684444,11.145833
542,Quarazze - Gratsch,46.682222,11.147222
543,Quarazze - Gratsch,46.682222,11.147222
